time,longitude,latitude,tp
1991-01-01,170.0,29.0,127.49653622436163
1991-02-01,170.0,29.0,97.10848137574723
1991-03-01,170.0,29.0,82.46982522694573
1991-04-01,170.0,29.0,70.77101768525961
1991-05-01,170.0,29.0,60.85167198289196
1991-06-01,170.0,29.0,67.07303185900146
1991-07-01,170.0,29.0,98.80124480951902
1991-08-01,170.0,29.0,142.80074416503615
1991-09-01,170.0,29.0,68.63953615991056
1991-10-01,170.0,29.0,68.01741130972992
1991-11-01,170.0,29.0,92.278200451289
1991-12-01,170.0,29.0,102.28843296530195
